Test_BSplit1: 
1520.0	-34.3452	
1520.1	-34.02264	
1520.2	-33.93652	
1520.3	-32.94676	
1520.4	-32.62215	
1520.5	-31.89613	
1520.6	-31.89851	
1520.7	-32.4227	
1520.8	-33.25134	
1520.9	-33.46323	
1521.0	-32.31914	
1521.1	-31.37602	
1521.2	-31.49774	
1521.3	-32.71778	
1521.4	-33.23275	
1521.5	-33.0942	
1521.6	-32.64047	
1521.7	-31.95085	
1521.8	-31.73149	
1521.9	-32.00033	
1522.0	-32.96711	
1522.1	-33.74482	
1522.2	-33.08955	
1522.3	-32.06871	
1522.4	-31.51977	
1522.5	-31.98661	
1522.6	-32.82063	
1522.7	-32.76764	
1522.8	-32.32901	
1522.9	-32.02396	
1523.0	-31.49538	
1523.1	-31.15758	
1523.2	-31.74494	
1523.3	-32.53494	
1523.4	-32.52921	
1523.5	-31.76349	
1523.6	-31.00738	
1523.7	-31.03408	
1523.8	-31.84055	
1523.9	-32.10872	
1524.0	-32.1997	
1524.1	-31.97473	
1524.2	-31.41481	
1524.3	-30.88084	
1524.4	-30.92485	
1524.5	-32.48099	
1524.6	-32.54335	
1524.7	-31.57662	
1524.8	-31.30243	
1524.9	-30.84159	
1525.0	-31.26678	
1525.1	-31.82242	
1525.2	-32.14051	
1525.3	-32.3754	
1525.4	-32.09278	
1525.5	-31.32449	
1525.6	-30.68395	
1525.7	-30.98926	
1525.8	-31.76031	
1525.9	-31.86584	
1526.0	-31.38008	
1526.1	-30.6092	
1526.2	-30.36878	
1526.3	-30.65841	
1526.4	-30.79168	
1526.5	-31.10463	
1526.6	-30.96366	
1526.7	-30.8222	
1526.8	-29.91702	
1526.9	-29.97042	
1527.0	-30.59649	
1527.1	-31.18414	
1527.2	-31.14112	
1527.3	-30.66673	
1527.4	-30.26479	
1527.5	-30.28898	
1527.6	-30.33712	
1527.7	-30.63702	
1527.8	-30.98021	
1527.9	-31.105	
1528.0	-30.67183	
1528.1	-30.01911	
1528.2	-30.11464	
1528.3	-30.83525	
1528.4	-31.03565	
1528.5	-30.41644	
1528.6	-30.29015	
1528.7	-30.02901	
1528.8	-29.97463	
1528.9	-29.95194	
1529.0	-30.30366	
1529.1	-30.57189	
1529.2	-30.40749	
1529.3	-29.52718	
1529.4	-29.13323	
1529.5	-29.34428	
1529.6	-29.89074	
1529.7	-30.08724	
1529.8	-29.71313	
1529.9	-29.38446	
1530.0	-29.23727	
1530.1	-28.99916	
1530.2	-29.21198	
1530.3	-29.61284	
1530.4	-30.00388	
1530.5	-29.79338	
1530.6	-28.72598	
1530.7	-28.60441	
1530.8	-28.75989	
1530.9	-29.12662	
1531.0	-29.15415	
1531.1	-29.06396	
1531.2	-29.04582	
1531.3	-28.84452	
1531.4	-28.57857	
1531.5	-28.63006	
1531.6	-28.99085	
1531.7	-29.35111	
1531.8	-28.95763	
1531.9	-28.53004	
1532.0	-28.42289	
1532.1	-28.77806	
1532.2	-28.99888	
1532.3	-28.89026	
1532.4	-28.94391	
1532.5	-28.60919	
1532.6	-28.47989	
1532.7	-28.30314	
1532.8	-28.33835	
1532.9	-28.71775	
1533.0	-28.78745	
1533.1	-28.3129	
1533.2	-28.03113	
1533.3	-28.04119	
1533.4	-28.35449	
1533.5	-28.45523	
1533.6	-28.47193	
1533.7	-28.50988	
1533.8	-28.4329	
1533.9	-28.12024	
1534.0	-28.10761	
1534.1	-28.48376	
1534.2	-28.96393	
1534.3	-28.78964	
1534.4	-28.42893	
1534.5	-28.09196	
1534.6	-28.3406	
1534.7	-28.3482	
1534.8	-28.44159	
1534.9	-28.5149	
1535.0	-28.67088	
1535.1	-28.41212	
1535.2	-27.98922	
1535.3	-27.79606	
1535.4	-28.13787	
1535.5	-28.50207	
1535.6	-28.22719	
1535.7	-28.01331	
1535.8	-27.87097	
1535.9	-27.92464	
1536.0	-27.92268	
1536.1	-27.95914	
1536.2	-28.23926	
1536.3	-28.33928	
1536.4	-28.03844	
1536.5	-27.66601	
1536.6	-27.74438	
1536.7	-28.18097	
1536.8	-28.34536	
1536.9	-28.2067	
1537.0	-28.0201	
1537.1	-27.87947	
1537.2	-27.8517	
1537.3	-27.78078	
1537.4	-28.05628	
1537.5	-28.31888	
1537.6	-28.2464	
1537.7	-27.89918	
1537.8	-27.64591	
1537.9	-27.74974	
1538.0	-28.12063	
1538.1	-28.16946	
1538.2	-28.24569	
1538.3	-28.23305	
1538.4	-28.21198	
1538.5	-28.03522	
1538.6	-28.21492	
1538.7	-28.41144	
1538.8	-28.67994	
1538.9	-28.63167	
1539.0	-28.37739	
1539.1	-28.07654	
1539.2	-28.17029	
1539.3	-28.31215	
1539.4	-28.29968	
1539.5	-28.39602	
1539.6	-28.32025	
1539.7	-28.20122	
1539.8	-28.01199	
1539.9	-27.95349	
1540.0	-28.20037	
1540.1	-27.80192	
1540.2	-27.65543	
1540.3	-27.27538	
1540.4	-27.00781	
1540.5	-27.03821	
1540.6	-27.152	
1540.7	-27.36412	
1540.8	-27.36453	
1540.9	-27.23043	
1541.0	-27.1006	
1541.1	-26.79185	
1541.2	-26.87955	
1541.3	-27.28553	
1541.4	-27.56975	
1541.5	-27.45113	
1541.6	-27.1742	
1541.7	-27.0699	
1541.8	-27.00545	
1541.9	-27.03806	
1542.0	-27.35455	
1542.1	-27.56153	
1542.2	-27.59139	
1542.3	-27.27193	
1542.4	-26.85164	
1542.5	-26.91984	
1542.6	-27.21188	
1542.7	-27.48228	
1542.8	-27.27607	
1542.9	-27.23255	
1543.0	-27.06952	
1543.1	-26.87346	
1543.2	-26.8578	
1543.3	-27.21713	
1543.4	-27.40413	
1543.5	-27.44753	
1543.6	-27.08632	
